slope01,slope12,slope23,slope34,slope45,slope56,slope67
0.0,-10.99,13.19,0.0,-6.59,-32.97,6.59
0.0,-10.99,13.19,0.0,-6.59,-32.97,6.59
0.0,-10.99,13.19,0.0,-6.59,-32.97,6.59
0.0,-10.99,13.19,0.0,-6.59,-32.97,6.59
0.0,-10.99,13.19,0.0,-6.59,-28.57,0.0
0.0,-10.99,13.19,0.0,-6.59,-24.18,0.0
0.0,-10.99,13.19,0.0,-6.59,-19.78,0.0
0.0,-10.99,13.19,0.0,-6.59,-15.38,0.0
0.0,-10.99,13.19,0.0,-6.59,-10.99,0.0
0.0,-10.99,13.19,0.0,-6.59,-6.59,0.0
0.0,-8.79,10.99,0.0,-6.59,0.0,0.0
13.19,-21.98,6.59,0.0,0.0,0.0,0.0
13.19,-17.58,0.0,0.0,0.0,0.0,8.79
0.0,-13.19,0.0,0.0,0.0,0.0,0.0
0.0,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.19,-21.98,0.0,0.0,0.0,0.0,0.0
13.19,-17.58,0.0,0.0,0.0,0.0,0.0
13.19,-13.19,0.0,0.0,0.0,0.0,0.0
13.19,-21.98,0.0,0.0,0.0,0.0,0.0
17.58,-21.98,0.0,0.0,0.0,0.0,8.79
13.19,-13.19,0.0,-8.79,0.0,0.0,0.0
8.79,-13.19,0.0,0.0,0.0,0.0,0.0
-8.79,-13.19,0.0,0.0,0.0,0.0,0.0
-8.79,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,-21.98,0.0,0.0,0.0,0.0,0.0
0.0,-17.58,0.0,0.0,0.0,0.0,0.0
0.0,-13.19,0.0,0.0,10.99,-10.99,0.0
0.0,0.0,-8.79,0.0,6.59,-6.59,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.99,-10.99,0.0,10.99,-10.99,10.99
0.0,6.59,-6.59,0.0,6.59,-6.59,6.59
-10.99,0.0,0.0,0.0,8.79,-8.79,0.0
-6.59,0.0,0.0,0.0,0.0,0.0,0.0
6.59,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-8.79,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.79,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-8.79,0.0,0.0,0.0,0.0
-8.79,0.0,0.0,0.0,0.0,0.0,0.0
6.59,-10.99,0.0,0.0,0.0,0.0,0.0
0.0,-10.99,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-8.79,0.0,0.0,0.0,0.0
6.59,-6.59,0.0,0.0,0.0,10.99,-10.99
6.59,-6.59,0.0,0.0,0.0,6.59,-6.59
0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.79,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.79,10.99,-10.99,0.0,0.0,0.0,0.0
0.0,6.59,-6.59,0.0,0.0,0.0,10.99
0.0,10.99,-10.99,0.0,0.0,0.0,6.59
10.99,-15.38,15.38,-21.98,0.0,0.0,0.0
10.99,-15.38,15.38,-17.58,0.0,0.0,0.0
10.99,-13.19,13.19,-13.19,0.0,0.0,0.0
8.79,-8.79,8.79,-8.79,0.0,0.0,0.0
8.79,0.0,-6.59,0.0,0.0,0.0,0.0
0.0,0.0,-6.59,0.0,0.0,0.0,0.0
-10.99,0.0,0.0,0.0,0.0,10.99,-10.99
0.0,-10.99,21.98,-21.98,0.0,6.59,-6.59
6.59,-8.79,17.58,-17.58,0.0,0.0,0.0
0.0,0.0,13.19,-13.19,0.0,0.0,0.0
-8.79,0.0,8.79,-8.79,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.99,0.0,-8.79,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.79,10.99,-10.99,0.0,0.0,0.0,0.0
0.0,0.0,-6.59,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-8.79,0.0,0.0,0.0,0.0,0.0
-6.59,0.0,0.0,0.0,0.0,0.0,0.0
15.38,-21.98,0.0,0.0,0.0,0.0,0.0
8.79,-17.58,0.0,0.0,0.0,0.0,0.0
8.79,-13.19,0.0,0.0,0.0,0.0,0.0
8.79,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-10.99,0.0,0.0,0.0,8.79,-8.79
6.59,0.0,0.0,-8.79,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13.19,114.29,-48.35,-39.56,-13.19,26.37
0.0,32.97,90.11,-48.35,-39.56,-13.19,26.37
0.0,32.97,90.11,-48.35,-39.56,-13.19,26.37
26.37,10.99,90.11,-48.35,-39.56,-13.19,26.37
6.59,10.99,90.11,-48.35,-39.56,-13.19,26.37
8.79,8.79,90.11,-48.35,-39.56,-13.19,26.37
8.79,8.79,90.11,-48.35,-39.56,-13.19,26.37
8.79,8.79,90.11,-48.35,-39.56,-13.19,26.37
0.0,0.0,0.0,0.0,-13.19,-48.35,15.38
0.0,-21.98,26.37,0.0,-10.99,-41.76,8.79
0.0,-21.98,26.37,0.0,-10.99,-41.76,8.79
0.0,-21.98,26.37,0.0,-10.99,-41.76,8.79
0.0,-21.98,26.37,0.0,-10.99,-41.76,8.79
0.0,-21.98,26.37,0.0,-10.99,-41.76,8.79
