slope01,slope12,slope23,slope34,slope45,slope56,slope67
-8.79,-8.79,0.0,0.0,0.0,0.0,8.79
-19.78,0.0,8.79,0.0,-8.79,0.0,0.0
-10.99,-8.79,8.79,0.0,0.0,0.0,8.79
0.0,-10.99,0.0,0.0,0.0,0.0,0.0
0.0,-6.59,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,8.79,-8.79,10.99,-10.99
0.0,0.0,0.0,0.0,0.0,6.59,-6.59
-24.18,0.0,0.0,0.0,0.0,0.0,0.0
-19.78,0.0,0.0,0.0,0.0,0.0,0.0
-15.38,0.0,0.0,0.0,0.0,0.0,0.0
-10.99,0.0,0.0,0.0,0.0,0.0,0.0
-8.79,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-10.99,0.0,0.0,0.0,0.0,0.0
0.0,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.99,0.0,0.0,0.0,0.0,10.99,-10.99
0.0,-10.99,0.0,0.0,0.0,6.59,-6.59
0.0,0.0,-8.79,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.79,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.79,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,0.0,10.99,-10.99,0.0,0.0,0.0
0.0,0.0,6.59,-6.59,0.0,0.0,0.0
-15.38,-8.79,0.0,0.0,0.0,0.0,0.0
-10.99,-8.79,0.0,8.79,-8.79,0.0,0.0
0.0,-10.99,0.0,0.0,0.0,0.0,0.0
0.0,-6.59,0.0,0.0,0.0,0.0,0.0
0.0,0.0,8.79,-8.79,0.0,10.99,-10.99
0.0,0.0,0.0,0.0,0.0,6.59,-6.59
0.0,0.0,41.76,-41.76,0.0,0.0,0.0
0.0,0.0,37.36,-37.36,0.0,0.0,0.0
0.0,0.0,32.97,-32.97,0.0,0.0,0.0
0.0,-8.79,28.57,-19.78,-8.79,0.0,0.0
0.0,-8.79,24.18,-19.78,0.0,0.0,0.0
-10.99,-10.99,19.78,-19.78,0.0,0.0,0.0
-10.99,-6.59,15.38,-15.38,0.0,0.0,0.0
0.0,0.0,0.0,-10.99,0.0,0.0,0.0
-6.59,0.0,0.0,-6.59,0.0,0.0,0.0
-6.59,0.0,0.0,0.0,0.0,0.0,0.0
-8.79,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-8.79,8.79,-8.79,0.0,0.0,0.0
8.79,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-10.99,0.0,0.0,0.0,0.0
0.0,0.0,-6.59,0.0,0.0,0.0,0.0
