slope01,slope12,slope23,slope34,slope45,slope56,slope67
-37.36,24.18,-24.18,30.77,-26.37,-13.19,15.38
-37.36,24.18,-24.18,30.77,-26.37,-13.19,15.38
-37.36,24.18,-24.18,30.77,-26.37,-13.19,15.38
-37.36,24.18,-24.18,30.77,-26.37,-13.19,15.38
-37.36,24.18,-24.18,30.77,-26.37,-13.19,15.38
-37.36,24.18,-24.18,30.77,-26.37,-13.19,15.38
-19.78,17.58,-24.18,-13.19,-6.59,-15.38,6.59
-19.78,17.58,-24.18,-13.19,-6.59,-15.38,6.59
-19.78,17.58,-24.18,-13.19,-6.59,-15.38,6.59
-19.78,17.58,-24.18,-13.19,-6.59,-15.38,6.59
-19.78,17.58,-24.18,-13.19,-6.59,-15.38,6.59
-19.78,17.58,-24.18,-13.19,-6.59,-15.38,6.59
-19.78,17.58,-24.18,-13.19,-6.59,-15.38,6.59
0.0,0.0,-24.18,-13.19,-6.59,-15.38,6.59
0.0,0.0,-24.18,-13.19,-6.59,-15.38,6.59
0.0,0.0,-24.18,-13.19,-6.59,-15.38,6.59
0.0,0.0,-24.18,-13.19,-6.59,-15.38,6.59
0.0,0.0,-24.18,-13.19,-6.59,-15.38,6.59
0.0,0.0,-24.18,-13.19,-6.59,-15.38,6.59
0.0,0.0,-24.18,-13.19,-6.59,-15.38,6.59
0.0,0.0,-24.18,-13.19,-6.59,-15.38,6.59
0.0,0.0,-24.18,-13.19,-6.59,-15.38,6.59
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,-13.19,-37.36,0.0,6.59,0.0
0.0,0.0,0.0,-15.38,-24.18,24.18,-19.78
0.0,0.0,0.0,-15.38,-24.18,24.18,-19.78
0.0,0.0,0.0,-15.38,-24.18,24.18,-19.78
0.0,0.0,0.0,-15.38,-24.18,24.18,-19.78
0.0,0.0,0.0,-15.38,-24.18,24.18,-19.78
0.0,0.0,0.0,-15.38,-24.18,24.18,-19.78
0.0,0.0,0.0,-15.38,-24.18,24.18,-19.78
0.0,0.0,0.0,-15.38,-24.18,24.18,-19.78
0.0,0.0,0.0,-15.38,-24.18,24.18,-19.78
0.0,0.0,0.0,-15.38,-24.18,24.18,-19.78
-6.59,0.0,-21.98,-26.37,-13.19,-24.18,26.37
