slope01,slope12,slope23,slope34,slope45,slope56,slope67
0.0,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.79,8.79,-8.79,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.99,-10.99,0.0,0.0,0.0,0.0,0.0
-21.98,-6.59,0.0,0.0,0.0,0.0,0.0
-21.98,0.0,0.0,0.0,0.0,0.0,0.0
-8.79,-10.99,0.0,0.0,0.0,0.0,0.0
0.0,-10.99,0.0,0.0,0.0,8.79,0.0
-10.99,-10.99,0.0,0.0,0.0,0.0,0.0
-10.99,-6.59,0.0,0.0,0.0,0.0,0.0
-10.99,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.59,0.0,-8.79,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-10.99,0.0,0.0,0.0,0.0,0.0
0.0,-6.59,0.0,0.0,0.0,0.0,0.0
-39.56,0.0,0.0,0.0,0.0,0.0,0.0
-28.57,-8.79,0.0,0.0,0.0,0.0,0.0
-28.57,0.0,0.0,0.0,0.0,0.0,0.0
-28.57,0.0,0.0,0.0,0.0,0.0,0.0
-15.38,-8.79,0.0,0.0,0.0,8.79,-8.79
-10.99,-8.79,0.0,0.0,0.0,0.0,0.0
8.79,-24.18,0.0,0.0,0.0,0.0,0.0
10.99,-21.98,0.0,0.0,0.0,0.0,0.0
6.59,-17.58,0.0,0.0,0.0,0.0,0.0
6.59,-13.19,0.0,0.0,0.0,0.0,0.0
13.19,-21.98,0.0,0.0,0.0,0.0,0.0
8.79,-17.58,0.0,0.0,0.0,0.0,0.0
8.79,-13.19,0.0,0.0,0.0,0.0,0.0
8.79,0.0,-8.79,0.0,0.0,0.0,0.0
